product_no, img 
1381,https://thumbnail9.coupangcdn.com/thumbnails/remote/q89/image/retail/images/7811070670239065-a1ee09c2-d084-4e11-b3c7-73445290b27b.jpg
1382,https://thumbnail6.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308943904254138-f6ff6821-4647-4eb6-9030-d37e8f441dff.jpg
1382,https://thumbnail9.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308580955711166-850aac02-a684-414b-955e-01e2cce35a3b.jpg
1382,https://thumbnail10.coupangcdn.com/thumbnails/remote/q89/image/retail/images/6262089973451323-f13289e0-7d7d-4980-9968-56659957f4e4.jpg
1382,https://thumbnail9.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308943944875296-cd065d7f-044e-48f4-94fd-46578983fbe5.jpg
1382,https://thumbnail8.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308581024892561-bb6bc600-fcb9-4218-9b18-4b47cf6c6554.jpg
1382,https://thumbnail10.coupangcdn.com/thumbnails/remote/q89/image/retail/images/2854767089085893-3e4dd2bd-2f74-4637-83bd-71ca0f91cc9f.jpg
1382,https://thumbnail9.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308944063402291-20fa4a0a-c8c2-4624-a44d-2320160641cc.jpg
1382,https://thumbnail6.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308581112506557-7d146407-36b2-419f-a17d-0a64cbe59642.jpg
1382,https://thumbnail8.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308944094307124-00b5d12e-09eb-41cd-b410-b03e4e8af775.jpg
1382,https://thumbnail7.coupangcdn.com/thumbnails/remote/q89/image/retail/images/6262090200691698-6210a21d-a215-46f2-b980-1887a6ef903e.jpg
1382,https://thumbnail10.coupangcdn.com/thumbnails/remote/q89/image/retail/images/2854767221756159-a5cec9ab-783c-4124-8255-ff37651549d6.jpg
1382,https://thumbnail10.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308944153007284-3ffabee6-f570-4ca3-a603-89f44ebc6b18.jpg
1382,https://thumbnail10.coupangcdn.com/thumbnails/remote/q89/image/retail/images/2854767278519418-83d3372f-ae34-44dc-b10c-3ee7ffd52b5a.jpg
1382,https://thumbnail8.coupangcdn.com/thumbnails/remote/q89/image/retail/images/6262090232256045-a2a254e9-2743-481a-8f29-83a1773fc7c3.jpg
1382,https://thumbnail6.coupangcdn.com/thumbnails/remote/q89/image/retail/images/5308581275683439-6a11a693-74bb-438e-a8a8-e44633305885.jpg
