no, title, price, delivery_price, category 
359,"지프 [JEEP] 남여공용 반팔 티셔츠",26910,3000,11
360,"[HUM]여) 14GG 니주변형 베스트(FHOSCVK552M)",11400,3000,11
361,"제너럴아이디어 WOMAN 숄더 버튼 부클 하프 니트 IVORY / WBC2L05539",29000,3000,11
362,"제너럴아이디어 WOMAN GNRL 레터링 크롭 탑 WBC2L05536",25760,3000,11
363,"라파클럽 여성 라운드 꽈배기 니트 가디건 스웨터",42800,3000,11
364,"남녀공용 44~120뽀글이 양털 덤블 조끼 베스트 빅사이즈",11900,3000,11
365,"[코모도] ★23FW 남성 코튼100 워셔블 케이블 니트 3종",43000,3000,11
366,"[국내 매장판] 탑텐 니트 스웨터 남성 하프집업 MSE1ET1001 740254",77800,3000,11
367,"[코모도] 23FW 여성 코튼100 워셔블 케이블 니트 3종",43660,3000,11
368,"[체이스컬트] LOOSE-FIT 보카시 CARDIGAN/3Color",39920,3000,11
369,"[조르쥬 레쉬] [1+1+1] 23FW 밍크 메리노울 블렌딩 플리츠 니트 3종",39900,3000,11
370,"[런칭 가격 69 900원] 제이슨우 알파카 크롭 풀오버 2종",49900,3000,11
371,"클라이드앤 클라이드엔 바스키아 후리스 자켓 FMDJP474M",22000,3000,11
372,"[런칭 가격 79 900원] MORGAN 메리노울 100 케이블 니트",59900,3000,11
373,"런칭79 900원) 엔니튜드 캐시미어 블렌드 모크넥 니트 풀오버 3종",69900,3000,11
374,"[로던] 여성 코듀로이 다운 베스트",43000,3000,11
375,"[런칭 가격129 900원]쏘울 컨사이니 내몽고 캐시100 라운드넥 니트1종",99900,3000,11
376,"Mr. Beast미스터비스터 봄가을 긴팔후드 면티셔츠세트",67800,3000,11
377,"TBJ 남성 터틀넥 풀오버(T204KT400P)",6860,3000,11
378,"[쇼핑엔티] 23FW 켄지 날개사 니트 풀오버 3종",58900,3000,11
379,"카카오프렌즈 캐빈인더포레스트 양털조끼 춘식이 방한",37700,3000,11
380,"후아유 Steve Cable SweaterM WHKAE1102M WHKAE1102M",44600,3000,11
381,"[코모도] 23FW 남성 코튼100 워셔블 케이블 니트 3종",46660,3000,11
382,"(당일발송) 그로밋옷 젤리캣키링옷 숀더쉽옷 29종 인형소품 니트조끼 스웨터 목도리",1500,3000,11
383,"스파오 남성용 메리노 울블렌드 모크넥 스웨터 SPKAC4TU07",24890,3000,11
384,"제너럴아이디어 WOMAN GNRL 케이블 하프 니트 WBC2L05541",26680,3000,11
385,"나혼자산다 525회 키 여성레드라운드넥긴팔니트가디건 XL",49300,3000,11
386,"라파클럽 남녀공용 브이넥 케이블 니트 조끼",29800,3000,11
387,"[더블린] 모카 반폴라 니트블라우스 1종",29900,3000,11
388,"나인Atelier Nain 헤어리 니트 탑 가디건 세트SCD-2077108188",91500,3000,11
389,"제이에프앤씨 니트 오버핏 데일리 롱 가디건 (6COLOR)",36800,3000,11
390,"앨빈클로 무지 맨투맨 가디건 MRL479",31900,3000,11
391,"로엠 여성용 날개사 가디건",54250,3000,11
392,"텐클로 빅사이즈 오버핏 특양면 기모 면가디건",22800,3000,11
393,"지프 23FW 유틸리티 디보 덕다운 패딩 베스트 1종",79000,3000,11
394,"제너럴아이디어 WOMAN GNRL 에센셜 케이블 베스트 WBC1L06519",30360,3000,11
395,"2023 내셔널지오그래픽 패딩 남녀공용 U넥 헤론 경량 다운 조끼",129000,3000,11
396,"롱 인조양털 뽀글이 롱 조끼 후리스 베스트",27900,3000,11
397,"체리블랑 쿨썸머가디건 여아 키즈 주니어",12900,3000,11
398,"[김장시즌/안감기모] 따뜻따뜻 김장조끼&바지세트 여성조끼 엄마/할머니/가족 선물 추천! 체육대회 단체복 환영",19900,3000,11
399,"키밍 유니폼 간호사 가디건 간호복 남녀공용 H3047",38870,3000,11
400,"[더블린] 소프트아가일니트블라우스2종",29900,3000,11
401,"브리엘 러브 엠보니트 3종",72800,3000,11
402,"[23FW 최신상] MORGAN 스퀘어넥 니트 3종",69900,3000,11
403,"후아유 스티브 꽈배기 스웨터 WHKAD4931U[nc불광]",29900,3000,11
404,"[런칭 가격149 900원]쏘울 블루폭스 블렌디드 이중직 니트재킷",109900,3000,11
405,"[당일출고/1+1] 남자 미니멀 모헤어 앙고라 오버핏 겨울 부드러운 니트 스웨터",49900,3000,11
406,"벌거벗은세계사 132회 은지원 노란골지집업니트 데일리캐주얼",46800,3000,11
407,"낙서 페인팅 오버핏 박시 파란색 자가드 니트 스웨터 3컬러",47040,3000,11
408,"[더블린] 모뉴멘트니트블라우스2종",39900,3000,11
409,"[알트베니] 알리샤큐빅롱니트",29900,3000,11
410,"베이스알파에센셜 다이아몬드 퀼팅 베스트",10740,3000,11
411,"네스파 유니크 니트 체크 라운드 SWQ_0016",40390,3000,11
412,"앤듀 남성 카라 롱 가디건 O191KC200P",9500,3000,11
413,"블랙야크 S-발열조끼-베이지 사이즈 85~115 (남여 공용사이즈입니다.)",110000,3000,11
414,"프로젝트엠 [EPC4TC1104A] 공용 플러피 집업",11930,3000,11
415,"마인드브릿지 캐시미어 하프 터틀넥 니트 MUKT7127",19000,3000,11
416,"후아유 여성 스티브 크롭 코듀로이 베스트 WHVWD4T07F",58200,3000,11
417,"[23F/W] 엔니튜드 캐시미어 블렌드 후드 니트 3종",89900,3000,11
418,"ZARA 자라 알파카 블렌드 매듭 스웨터 5755122",36200,3000,11
