no, title, price, delivery_price, category 
479,"캐리어 프리미엄 라운드 미니 와인셀러 CSR-37WR 자가설치 12병",144500,3000,13
480,"하이얼 미니냉장고, 화이트, HRT48MDW",93600,3000,13
481,"Coms 미니 냉온장고 4L AQ004",55100,3000,13
482,"쿠쿠 스테인레스 포터블 제빙기, CIM-AS09M10S",176100,3000,13
483,"하이얼 스탠드형 서랍식 3칸 소형 냉동고 64L, 퓨어 화이트, HUF65MDW",179100,3000,13
484,"캐리어 다목적 냉동고, 실버 메탈, CSBMD100SO1",187710,3000,13
485,"케민 컴팩트 미니 냉온장고 6L K6",78990,3000,13
486,"캐리어 클라윈드 피트인 콤비 냉장고 302L 방문설치, 실버메탈, KRNC302SEI1",390620,3000,13
487,"삼성전자 비스포크 4도어 냉장고 메탈 875L 방문설치, 매트 멜로우 화이트, RF84C906B4W",1466650,3000,13
488,"미디어 냉동고 방문설치, 다크 실버, CF-S201L",329000,3000,13
489,"LG전자 디오스 오브제컬렉션 양문형 냉장고 메탈 832L 방문설치, 클레이민트(상단), 베이지(하단), S834MTE10",1242790,3000,13
490,"캐리어 프리미엄 미니 와인셀러 미러형 CSR-35WM 자가설치 12병",120150,3000,13
491,"헤르젠본사 쌀냉장고 진공쌀통 쌀통 쌀보관통 21KG 11KG (사이즈 선택), 쌀냉장고 11kg",257000,3000,13
492,"캐리어 클라윈드 일반형냉장고, 화이트, CRF-TD085WDA",170150,3000,13
493,"삼성전자 패밀리 냉동고, ZRS25LSLH",564300,3000,13
494,"보아르 에이블나인 가정용 캠핑용 자동세척 급속 제빙기, VO-KE001(블랙)",157000,3000,13
495,"캐리어 콤비 일반형 냉장고 157L 방문설치, 실버메탈, CRF-CD157MDC",269080,3000,13
496,"샤오미 미홀 차량용 캠핑쿨러 냉장고 이동식 휴대용 냉동고 18L 26L",84900,3000,13
497,"케민 초소형 미니 화장품 무소음 냉온장고 10L, K10",89000,3000,13
498,"캐리어 클라윈드 피트인 4도어 냉장고 방문설치, 메탈실버, KRNF427SPH1",625940,3000,13
499,"미디어 미니냉장고, 블랙, MR-50LB",104900,3000,13
500,"신일 아이스메이커 급속 제빙기 2.2L, SIM-M230WS",110580,3000,13
501,"캐리어 콤비 일반형 냉장고 117L 방문설치, 실버메탈, CRF-CD117MDC",235980,3000,13
502,"삼성전자 일반형 냉장고 152L 방문설치, 화이트, RT16BG013WW",309000,3000,13
503,"알피쿨 DC AC 겸용 차량용 냉장고 25L, K25",102900,3000,13
504,"LG전자 일반 냉장고 335L 방문설치, B332S34, 퓨어",510760,3000,13
505,"하이얼 저소음 와인셀러 HWC35MNB 12병",125100,3000,13
506,"삼성전자 일반형냉장고, 엘리건트 블랙, RB30R4051B1",464660,3000,13
507,"더함 86L 일반형냉장고, R086D1-MS1TM, 메탈실버",169000,3000,13
508,"삼성전자 양문형 냉장고 846L 방문설치, 코타PCM 화이트, RS84B5041CW",988450,3000,13
509,"캐리어 클라윈드 피트인 양문형 냉장고 방문설치, 실버메탈, KRNS438SPH1",579000,3000,13
510,"쿠잉전자 와인 셀러 CWC-08B 자가설치 8병",118000,3000,13
511,"삼성전자 일반형냉장고, 엘리건트 이녹스, RT25NARAHS8",409000,3000,13
512,"[색상선택형] LG전자 디오스 오브제컬렉션 양문형냉장고 S834AAA12 메탈 방문설치, 화이트 + 화이트, S834MWW12",1294510,3000,13
513,"LG전자 냉동고 방문설치, A202W, 슈퍼화이트",468870,3000,13
514,"캐리어 클라윈드 콤비냉장고 205L 방문설치, 화이트, CRFCD205WDC",300010,3000,13
515,"루컴즈 소형 일반형냉장고 86L, 메탈 실버, R86M2-S",151200,3000,13
516,"하이얼 소형 미니 냉장고 85L, HRT93MDW, 퓨어 화이트",126000,3000,13
517,"LG전자 냉동고 200L 방문설치, A202S, 퓨어",512010,3000,13
518,"캐리어 다목적 냉동고 100L, 화이트, CSBH-D100WO",183830,3000,13
519,"미디어 냉동고 방문설치, 화이트, CF-W201L",319000,3000,13
520,"캐리어 클라윈드 슬림형 냉장고, CRF-TD046SSA",108080,3000,13
521,"LG전자 일반냉장고 방문설치, 슈퍼화이트, B053W14",249900,3000,13
522,"알피쿨 DC AC 겸용 차량용 냉장고 25L, K25",236020,3000,13
523,"캐리어 클라윈드 슬림 일반형 냉장고 방문설치 255L, 화이트, KRNT255WEM1",294820,3000,13
524,"캐리어 클라윈드 피트인 양문형 냉장고 535L 방문설치, 실버메탈, KRNS535SPI1",599690,3000,13
525,"삼성전자 BESPOKE 김치플러스 3도어 키친핏 냉장고 313L 방문설치, 새틴 화이트, RQ33C74C3W6",1224550,3000,13
526,"캐리어 클라윈드 콤비 냉장고 방문설치, 화이트, CRF-CD157WDC",260700,3000,13
527,"디즈니 미키마우스 저소음 미니 냉온장고 PD-MR01",239000,3000,13
528,"하이얼 미니냉장고, 블랙, HRT48MDB",103000,3000,13
529,"쿠잉전자 레트로 소형 미니냉장고, REF-S92C, 크림베이지",228000,3000,13
530,"LG전자 일반형냉장고, 화이트, B502W33",595870,3000,13
531,"클라윈드 캐리어 슬림 일반형냉장고 348L 방문설치, 실버메탈, KRNT348SEM1",399000,3000,13
532,"클라윈드 캐리어 슬림 냉장고 138L 방문설치, 화이트, KRDT138WEM2",238990,3000,13
533,"삼성전자 BESPOKE 김치플러스 3도어 키친핏 냉장고 313L 방문설치, 코타 화이트, RQ33C74C301",1197940,3000,13
534,"락앤락 진공 쌀 냉장고 20kg 자가설치, EJR984WHT",297000,3000,13
535,"쿠잉전자 냉동고 방문설치, FR-102CW",178000,3000,13
536,"삼성전자 양문형 냉장고 846L 방문설치, 메탈 그라파이트, RS84B5081SA",1160580,3000,13
537,"하이얼 미니 홈바 다용도 쇼케이스 블랙 일반 소형 HSC70MDB",170100,3000,13
538,"삼성전자 양문형 냉장고 846L 방문설치, 내츄럴, RS84B5071SL",1092500,3000,13
